Date;Bank_Code;Bank_Name;Deposits;Loans;Loan_Deposit_Ratio;Market_Share_Deposits;Market_Share_Loans
01-Feb-18;337889;Other;14991815;40407860;2.69532808402452;0.0040687881636292;0.01064614996373
01-Feb-18;341037;Other;29347218;19168265;0.653154414840957;0.00796485370409425;0.00505021111572145
01-Feb-18;34118;ABSA;740932924;743467498;1.00342078738561;0.201089668676833;0.195879377845476
01-Feb-18;341894;Other;4851293;934829;0.192696874833163;0.00131664401786556;0.000246296877004714
01-Feb-18;416053;FNB;808992957.47;826055194.66;1.02109071164644;0.219561205218535;0.217638535687574
01-Feb-18;416061;Standard Bank;818399257;899487191;1.09908114322738;0.222114080917122;0.236985465843532
01-Feb-18;416088;Nedbank;700038424;703173214;1.00447802562335;0.189990875264725;0.185263151444347
01-Feb-18;416096;Other;8999081;10457936;1.16211155339084;0.0024423563295265;0.00275532421086121
01-Feb-18;416134;Other;1961006;1937008;0.987762403582651;0.000532218280548809;0.000510338276982365
01-Feb-18;418072;Other;1167310;1194023;1.02288423812012;0.000316808679355101;0.000314586021584482
01-Feb-18;477745;Other;1027853.05;747661.84;0.727401489930881;0.000278959974078534;0.000196984449827293
01-Feb-18;477842;Other;122926;400688;3.25958706864292;3.33621948911645e-05;0.000105568187393914
01-Feb-18;478636;Other;8815598;9696260;1.09989815778805;0.00239255892616826;0.00255464748807079
01-Feb-18;535761;Other;38046688;32002892;0.841147907539284;0.010325895416912;0.00843171569850653
01-Feb-18;535788;Other;26622980;17610414;0.661474185083713;0.00722549377140372;0.00463976831159506
01-Mar-18;110728;Other;5139071;4971434;0.967379901931692;0.00137394889608201;0.00130505859474411
01-Mar-18;129593;Other;954043;931464;0.976333351851017;0.000255066786713936;0.000244520011508697
01-Mar-18;148520;Other;1927874;2053964;1.06540365189841;0.000515423965554323;0.000539189169864267
01-Mar-18;154679;Other;245221;516600;2.10667112522989;6.55607058641781e-05;0.000135613440718474
01-Mar-18;155438;Other;16286998;10980490;0.674187471503343;0.00435438679920748;0.00288250489677661
01-Mar-18;159158;Other;230986;494812;2.14217311871715;6.1754928023061e-05;0.00012989384016413
01-Mar-18;160571;Other;2831706;24974782;8.81969455868653;0.000757066662968622;0.00655616747621722
01-Mar-18;165239;Other;6;463042;77173.6666666667;1.60412132396927e-09;0.000121553849820294
01-Mar-18;165271;Other;63;278955;4427.85714285714;1.68432739016774e-08;7.32288953844792e-05
01-Mar-18;165565;Other;47177190.02;35478683.36;0.752030448294173;0.0126129894193387;0.00931356237439194
01-Mar-18;165816;Other;4176619;3504745;0.839134476953727;0.00111663393333254;0.000920035865835983
01-Mar-18;170798;Other;6360362;6126308;0.963201151129448;0.00170046538539397;0.0016082263003893
01-Mar-18;25046;Other;6300043;3640102;0.577790024607769;0.00168433888637056;0.000955568634893921
01-Mar-18;25054;Investec;316567470;298765245;0.943764831553918;0.0846354381836671;0.0784293125078357
01-Mar-18;25070;Other;5408659;5081391;0.939491840768664;0.00144602420599639;0.00133392357171097
01-Mar-18;262293;Other;1266521;1671088;1.31943173464948;0.000338608890559148;0.000438679816924804
01-Mar-18;331562;Other;2804671;2771094;0.988028185837127;0.00074983875963637;0.000727444041607278
01-Mar-18;331899;Other;5388818;12037361;2.23376647717551;0.00144071964413157;0.00315994568792175
01-Mar-18;333107;Capitec;61279334;64330690;1.04979420957806;0.0163832477313392;0.0168875459053301
01-Mar-18;333778;Other;5469064;5646736;1.03248672899055;0.00146217369742545;0.00148233313547982
01-Mar-18;335487;Other;5112205;5185903;1.0144160885567;0.00136676617550039;0.00136135917356225
01-Mar-18;337889;Other;13505204;39758757;2.94395826971588;0.00361066428682585;0.0104371309242348
01-Mar-18;341037;Other;30601789;20575269;0.672355103160799;0.00818149704775138;0.00540124472086365
01-Mar-18;34118;ABSA;755457601;749559082;0.992192124359869;0.201974274519795;0.196767878691059
01-Mar-18;341894;Other;4921146;903672;0.183630398285277;0.00131568587282768;0.000237224291910463
01-Mar-18;416053;FNB;804401503.57;827069164.26;1.02817953545512;0.215059600818264;0.217115166623019
01-Mar-18;416061;Standard Bank;843550772;902565246;1.06995959930198;0.225526296869324;0.236933756258181
01-Mar-18;416088;Nedbank;704847894;708475344;1.00514642950753;0.188443589486705;0.185982925017508
01-Mar-18;416096;Other;9046837;10514606;1.16224112361038;0.00241870402436237;0.00276020498927432
01-Mar-18;416134;Other;2067797;2059200;0.995842435210033;0.000552832876889948;0.000540563680076427
01-Mar-18;418072;Other;1177358;1198100;1.01761741118674;0.000314770845624302;0.000314515027729005
01-Mar-18;477745;Other;1039634.26;748772.88;0.720227207595102;0.000277949914265836;0.000196561491625012
01-Mar-18;477842;Other;132658;411319;3.10059702392619;3.54665877658526e-05;0.000107975967523968
01-Mar-18;478636;Other;7671979;8735751;1.13865679246515;0.00205113085182407;0.00229323509556688
01-Mar-18;535761;Other;37837197;26281032;0.694581895165226;0.0101159090911544;0.00689907312263323
01-Mar-18;535788;Other;29179170;20596724;0.705870797558669;0.00780115480212074;0.00540687690508861
01-Apr-18;110728;Other;5188352;5003477;0.964367298132432;0.00139322447463625;0.0013087724348561
01-Apr-18;129593;Other;987837;974914;0.986917882201213;0.000265263167447245;0.000255010779415054
01-Apr-18;148520;Other;1960651;2090852;1.06640702501363;0.000526492219382964;0.000546909571676603
01-Apr-18;154679;Other;233580;497759;2.13100008562377;6.27230713693935e-05;0.000130200110523449
01-Apr-18;155438;Other;16219301;15460082;0.953190399512285;0.00435535736871596;0.00404393368096124
01-Apr-18;159158;Other;232371;531753;2.28837935887008;6.23984194587607e-05;0.00013909200912726
01-Apr-18;160571;Other;2819886;26063986;9.24292187698368;0.00075722198318158;0.00681762430791131
01-Apr-18;165239;Other;3;1139450;379816.666666667;8.05587867575051e-10;0.000298048886983347
01-Apr-18;165271;Other;110;297453;2704.11818181818;2.95382218110852e-08;7.78055514325838e-05
01-Apr-18;165565;Other;42663781.94;30297172.05;0.710137982905695;0.0114564750385772;0.00792490974439026
01-Apr-18;165816;Other;4223063;3551664;0.841016106082244;0.0011340161056017;0.000929017949132321
01-Apr-18;170798;Other;6666791;6611240;0.991667505401024;0.00179022864841951;0.00172931916589564
01-Apr-18;25046;Other;7412492;4766035;0.642973375215784;0.00199047120789904;0.00124666411608555
01-Apr-18;25054;Investec;324465974;302021518;0.930826472423885;0.0871286173651073;0.0790005505155303
01-Apr-18;25070;Other;5631952;5448445;0.96741680326821;0.00151234406732168;0.00142516386681292
01-Apr-18;262293;Other;1266521;1671088;1.31943173464948;0.00034009798387634;0.000437110815262827
01-Apr-18;331562;Other;2801967;2738046;0.977187097492583;0.000752410206848554;0.000716197782095929
01-Apr-18;331899;Other;7140784;15016619;2.10293701643965;0.00191750965179135;0.00392793591575145
01-Apr-18;333107;Capitec;60419937;63712152;1.0544888850182;0.0162245227356163;0.0166653525744121
01-Apr-18;333778;Other;5621641;5281027;0.939410218475353;0.00150957526182083;0.001381371907042
01-Apr-18;335487;Other;4919179;5281684;1.07369217505604;0.00132094364027666;0.00138154376023323
01-Apr-18;337889;Other;15160141;40797396;2.69109607885573;0.0040709418867757;0.0106714805121935
01-Apr-18;341037;Other;31064277;21700824;0.698578112730581;0.00834166822206357;0.00567634072563211
01-Apr-18;34118;ABSA;748381120;745819874;0.996577618099185;0.200962250198076;0.195086035662609
01-Apr-18;341894;Other;4910449;904873;0.184275002143389;0.00131859937958201;0.00023668997368141
01-Apr-18;416053;FNB;806100129.31;828745181.16;1.02809210794865;0.216461494740939;0.216777022982624
01-Apr-18;416061;Standard Bank;825560082;906563949;1.09811989310791;0.221687062004488;0.237132279589871
01-Apr-18;416088;Nedbank;703925570;708180923;1.00604517463402;0.189024632955951;0.18524071778752
01-Apr-18;416096;Other;9218251;10407424;1.12900202001443;0.00247537038862053;0.00272229684458623
01-Apr-18;416134;Other;2034372;2015526;0.990736207537265;0.000546288467111464;0.00052720635480802
01-Apr-18;418072;Other;1173175;1198268;1.02138896584056;0.000315031848847453;0.000313434063546239
01-Apr-18;477745;Other;1092017.13;771020.68;0.706051818069924;0.000293238583704042;0.000201677875742809
01-Apr-18;477842;Other;140481;406044;2.89038375296303;3.77232630749369e-05;0.000106209980487311
01-Apr-18;478636;Other;9864023;10035516;1.01738570560916;0.00264877908476042;0.00262501590601042
01-Apr-18;535761;Other;37790290;28203062;0.746304460749044;0.0101477997120476;0.00737714795613879
01-Apr-18;535788;Other;26698005;18824252;0.705080847801175;0.00716919630548601;0.00492390833901799
01-May-18;110728;Other;5275551;5134788;0.97331785817254;0.00142097280025598;0.00135358620363606
01-May-18;129593;Other;1022481;944068;0.923311044410605;0.000275405865620205;0.000248866636771427
01-May-18;148520;Other;1817751;1951896;1.07379723625513;0.000489612313223418;0.000514541105987706
01-May-18;154679;Other;230164;495345;2.15213934411985;6.19948103237213e-05;0.000130578352609709
01-May-18;155438;Other;16650484;14855846;0.892217067083455;0.004484817770712;0.00391616327469447
01-May-18;159158;Other;258154;518861;2.00988944583466;6.95339334748699e-05;0.000136777427072901
01-May-18;160571;Other;2797105;25996064;9.29391781860173;0.000753401895737528;0.00685284642311229
01-May-18;165239;Other;12;1004778;83731.5;3.23220713875608e-09;0.000264870455901398
01-May-18;165271;Other;203;393305;1937.46305418719;5.46781707639571e-08;0.000103679494035796
01-May-18;165565;Other;44099411.87;27681666.19;0.627710552503566;0.0118782028217632;0.00729718957208022
01-May-18;165816;Other;4325034;3668139;0.848117956991783;0.0011649504808469;0.000966961507158495
01-May-18;170798;Other;6398574;6763855;1.0570878761424;0.00172345971338826;0.00178302605899109
01-May-18;25046;Other;7349595;4140071;0.56330600529689;0.00197961778549717;0.00109136793723007
01-May-18;25054;Investec;323363685;302576897;0.935716999266631;0.0870982009226228;0.0797625750699362
01-May-18;25070;Other;5533764;4938405;0.892413373609717;0.00149052262541595;0.00130181749976188
01-May-18;262293;Other;1266521;1671088;1.31943173464948;0.000341138184798708;0.00044051704994671
01-May-18;331562;Other;860287;964045;1.12060858759925;0.000231718815231588;0.000254132792178435
01-May-18;331899;Other;6957590;13429860;1.93024596160452;0.00187403100554483;0.00354025778917527
01-May-18;333107;Capitec;62027183;65284776;1.0525187964767;0.0167070586407942;0.0172097800534453
01-May-18;333778;Other;5379172;5440020;1.01131177809522;0.00144888317824974;0.00143404869285825
01-May-18;335487;Other;5086941;5338252;1.04940316783702;0.00137017058455258;0.00140722153645537
01-May-18;337889;Other;14708461;39794398;2.70554465215633;0.00396173272035962;0.0104902379834965
01-May-18;341037;Other;29732236;19693115;0.66234894005281;0.00800839545419839;0.00519132022015675
01-May-18;34118;ABSA;731733786;746246480;1.01983329767966;0.197092930564851;0.196718723312427
01-May-18;341894;Other;4903293;886472;0.180791154026488;0.00132070488650106;0.000233683702055403
01-May-18;416053;FNB;815537801.6;828613685.56;1.01603344925808;0.219665592021414;0.218431618387758
01-May-18;416061;Standard Bank;822636549;896086470;1.0892859928109;0.221577643856622;0.236218181365411
01-May-18;416088;Nedbank;705008530;697333797;0.989113985613763;0.189894466962494;0.183824805804708
01-May-18;416096;Other;9497297;11331502;1.19312916085493;0.00255810259685723;0.00298710770019607
01-May-18;416134;Other;2000326;1953740;0.976710796140229;0.000538788998086617;0.000515027204529555
01-May-18;418072;Other;1199522;1218059;1.01545365570619;0.000323091964291248;0.000321093657150934
01-May-18;477745;Other;1109066.13;784809.68;0.70763109500062;0.000298727621894882;0.000206884404054856
01-May-18;477842;Other;167665;472767;2.81971192556586;4.51606674932949e-05;0.000124626545192208
01-May-18;478636;Other;9771480;11218248;1.14806027336698;0.00263195395101769;0.00295725270873262
01-May-18;535761;Other;37866365;26631674;0.703306852928714;0.010199327939312;0.00702040016182422
01-May-18;535788;Other;26061304;18012273;0.691150105152068;0.00701962773617438;0.00474823190926796
01-Jun-18;110728;Other;5424482;5270423;0.971599315842508;0.00143807860743119;0.00136817662668595
01-Jun-18;129593;Other;1073595;980781;0.913548405124838;0.000284619619448473;0.000254606061050067
01-Jun-18;148520;Other;1918063;2042333;1.06478932131009;0.000508495625574072;0.00053017988774514
01-Jun-18;154679;Other;230646;493760;2.14076983776003;6.1146313784353e-05;0.000128177736624263
01-Jun-18;155438;Other;17219708;8410316;0.488412230915878;0.0045650983266258;0.00218327784586605
01-Jun-18;159158;Other;110955;371188;3.34539227614799;2.94151610951106e-05;9.63586311205582e-05
01-Jun-18;160571;Other;2713551;26051744;9.60060968082045;0.000719386596411144;0.00676290825711827
01-Jun-18;165239;Other;9;882553;98061.4444444444;2.38598035109725e-09;0.00022910654162134
01-Jun-18;165271;Other;276;434624;1574.72463768116;7.31700641003157e-08;0.000112826313598881
01-Jun-18;165565;Other;44856317.67;34249323.08;0.763533987162437;0.0118918102870218;0.00889096061509138
01-Jun-18;165816;Other;4678723;4002250;0.855415035256415;0.00124037123846964;0.00103896497570572
01-Jun-18;170798;Other;7043688;7463555;1.05960897189086;0.00186734457413994;0.0019375032142553
01-Jun-18;25046;Other;7268442;3189085;0.438757714514335;0.00192692886612111;0.000827871227321749
01-Jun-18;25054;Investec;318569578;299205433;0.939215335244598;0.0844556392850382;0.077672300687829
01-Jun-18;25070;Other;5935948;5571678;0.93863322252823;0.00157367281034834;0.00144638098517336
01-Jun-18;262293;Other;1266521;1671088;1.31943173464948;0.000335766024472449;0.00043380645969695
01-Jun-18;331562;Other;767861;797904;1.03912557090411;0.000203566806485987;0.000207132065706914
01-Jun-18;331899;Other;7866511;14881229;1.89171908613615;0.00208548229752115;0.00386309594014772
01-Jun-18;333107;Capitec;63547893;67100034;1.05589706963219;0.0168471137835145;0.0174188481965551
01-Jun-18;333778;Other;5004581;4743156;0.947762859667972;0.00132675910349718;0.00123130063297106
01-Jun-18;335487;Other;0;0;NaN;NaN;NaN
01-Jun-18;337889;Other;14921910;40386135;2.70649903397085;0.00395593156231573;0.0104840476654689
01-Jun-18;341037;Other;31582231;22629487;0.7165259161077;0.0083727314010905;0.00587450669278227
01-Jun-18;34118;ABSA;745627756;774695709;1.03898453721189;0.197672575005415;0.20110730426148
01-Jun-18;341894;Other;4970800;866368;0.174291462138891;0.0013178034588038;0.000224904992959513
01-Jun-18;416053;FNB;830659117.43;839630840.78;1.01080072819493;0.220215148071974;0.217964154186461
01-Jun-18;416061;Standard Bank;839341231;901708625;1.07430517136123;0.22251685389242;0.234079250338375
01-Jun-18;416088;Nedbank;711468732;703700330;0.989081175811954;0.188616712774675;0.182677243116386
01-Jun-18;416096;Other;9665929;11309953;1.17008442747717;0.00256252407434457;0.00293600975548199
01-Jun-18;416134;Other;2022788;1960574;0.969243440241884;0.000536259158048368;0.000508955642021179
01-Jun-18;418072;Other;1210186;1228123;1.01482168856688;0.00032083111301922;0.000318814862354584
01-Jun-18;477745;Other;1122356.8;786539.89;0.700793090040529;0.000297546807968932;0.000204181997053015
01-Jun-18;477842;Other;134472;430491;3.20134303051936;3.56497277525277e-05;0.000111753406547949
01-Jun-18;478636;Other;10496119;12104958;1.15327941689685;0.00278261485519762;0.00314238925464145
01-Jun-18;535761;Other;40041279;30227236;0.754901860152869;0.0106153005474226;0.00784684602820688
01-Jun-18;535788;Other;28283596;17442339;0.616694532053138;0.00749823381270809;0.00452794785817625
01-Jul-18;110728;Other;5528159;5394979;0.975908797123961;0.00146672944390525;0.00140287608823885
01-Jul-18;129593;Other;1054627;906291;0.859347428048021;0.000279813310948086;0.000235666157900907
01-Jul-18;148520;Other;1759309;1892385;1.07564106134852;0.000466779322235033;0.0004920837812792
01-Jul-18;154679;Other;12264;276569;22.5512883235486;3.25388070423698e-06;7.19172469157212e-05
01-Jul-18;155438;Other;14240507;13133865;0.9222891432166;0.00377828693296246;0.00341524687207441
01-Jul-18;159158;Other;226721;489861;2.16063355401573;6.01535459185675e-05;0.000127380344475997
01-Jul-18;160571;Other;2951069;26292152;8.90936538589914;0.000782976718523476;0.0068368442859817
01-Jul-18;165239;Other;5;711846;142369.2;1.32659846063151e-09;0.000185103914567318
01-Jul-18;165271;Other;351;386252;1100.43304843305;9.31272119363322e-08;0.00010043851789496
01-Jul-18;165565;Other;47372806.61;30638119.44;0.646744865513891;0.0125689384649241;0.00796694206798245
01-Jul-18;165816;Other;4758286;4099581;0.861566749035262;0.0012624669765689;0.00106602901636843
01-Jul-18;170798;Other;7889110;8113302;1.02841790772343;0.00209313623635054;0.00210973154343334
01-Jul-18;25046;Other;7850512;3766747;0.479809087611101;0.00208289542687384;0.000979480976060412
01-Jul-18;25054;Investec;322777670;298912988;0.926064643815045;0.0856392720296453;0.0777274357007184
01-Jul-18;25070;Other;5729556;5379965;0.938984626382917;0.00152016403394041;0.00139897194299773
01-Jul-18;262293;Other;1266521;1671088;1.31943173464948;0.000336032961791497;0.000434539114339997
01-Jul-18;331562;Other;438591;475603;1.08438841654298;0.000116366829089367;0.000123672784675281
01-Jul-18;331899;Other;7287303;15618747;2.14328222663446;0.00193346498839108;0.0040613998116679
01-Jul-18;333107;Capitec;64682010;68240192;1.05501038078439;0.0171614109793104;0.0177447462934755
01-Jul-18;333778;Other;5248129;4758891;0.906778587187929;0.00139243197051912;0.00123747180302927
01-Jul-18;335487;Other;5021735;5033703;1.00238324005548;0.00133236518413988;0.0013089321708196
01-Jul-18;337889;Other;15621969;38361181;2.45559192954486;0.00414481600548664;0.0099751979649045
01-Jul-18;341037;Other;32152253;20116715;0.62567046234676;0.00853062586712699;0.00523102285429022
01-Jul-18;34118;ABSA;737208033;764061677;1.03642614133045;0.195595808348597;0.198681747714491
01-Jul-18;341894;Other;4970562;872591;0.175551778651991;0.0013187879795347;0.00022690302385096
01-Jul-18;416053;FNB;823968013.56;831729919.11;1.00942015396504;0.21861493967966;0.21627776778969
01-Jul-18;416061;Standard Bank;852132389;923100514;1.08328298033981;0.226087503100331;0.240037197203472
01-Jul-18;416088;Nedbank;707499516;699416610;0.988575390064295;0.187713553764628;0.181871854901766
01-Jul-18;416096;Other;9686850;11259521;1.16235112549487;0.00257011205967367;0.00292785435789893
01-Jul-18;416134;Other;2065430;2037711;0.986579550021061;0.000547999251708429;0.000529873431692927
01-Jul-18;418072;Other;1235893;1240731;1.0039145783656;0.000327906750261053;0.000322631812252963
01-Jul-18;477745;Other;1128575.16;766594.24;0.679258473135276;0.000299433213992593;0.000199340299318613
01-Jul-18;477842;Other;153202;444344;2.90037989060195;4.06475074731338e-05;0.000115544392768239
01-Jul-18;478636;Other;13186635;14903308;1.13018279492835;0.00349867393838193;0.00387536159619134
01-Jul-18;535761;Other;36655341;25128359;0.685530629765523;0.00972538378890464;0.00653421894279505
01-Jul-18;535788;Other;25278090;16023208;0.63387732221857;0.00670677505634097;0.00416657328232
01-Aug-18;110728;Other;5711832;5600176;0.980451806005499;0.00148481723589994;0.00142285887372334
01-Aug-18;129593;Other;1088177;961795;0.883858967796599;0.000282876661167536;0.000244367061044642
01-Aug-18;148520;Other;1677252;1804864;1.07608397545509;0.000436009441199889;0.000458568937523357
01-Aug-18;154679;Other;9990;275922;27.6198198198198;2.59694686164446e-06;7.01045942405188e-05
01-Aug-18;155438;Other;11648691;11170077;0.958912636621574;0.00302813128475636;0.00283802565841198
01-Aug-18;159158;Other;166961;430875;2.58069249705021;4.34022867834855e-05;0.000109474116030558
01-Aug-18;160571;Other;2599684;26722841;10.2792650952962;0.000675799920427159;0.00678957794325534
01-Aug-18;165239;Other;25;712802;28512.08;6.49886602013128e-09;0.000181104424380188
01-Aug-18;165271;Other;317;350729;1106.40063091483;8.24056211352646e-08;8.91111047085152e-05
01-Aug-18;165565;Other;43097368.44;29032290.49;0.673644158353164;0.0112033609324718;0.00737634891264315
01-Aug-18;165816;Other;4681235;3999099;0.854282897568697;0.00121690876294997;0.00101606690558442
01-Aug-18;170798;Other;8014107;8470740;1.05697865027258;0.00208330430655985;0.00215219442674717
01-Aug-18;25046;Other;6916852;3241770;0.46867708026715;0.00179806777716308;0.000823649330140716
01-Aug-18;25054;Investec;330533574;309194517;0.935440576454118;0.0859237365032459;0.0785582742792463
01-Aug-18;25070;Other;5583503;5536752;0.991626941008181;0.00145145751680004;0.00140674448710281
01-Aug-18;262293;Other;1266521;1671088;1.31943173464948;0.000329238011627308;0.00042457993991128
01-Aug-18;331562;Other;390815;434030;1.1105766155342;0.000101594172946304;0.000110275719363488
01-Aug-18;331899;Other;4949160;13509817;2.72971918466972;0.00128655711008772;0.00343249265752156
01-Aug-18;333107;Capitec;66769958;70855199;1.06118381862693;0.0173571604484717;0.0180024607524091
01-Aug-18;333778;Other;6296541;5282113;0.838891226150993;0.00163681505397054;0.00134204734887965
01-Aug-18;335487;Other;4972061;4904864;0.986485081337498;0.0012925103313168;0.0012461982028433
01-Aug-18;337889;Other;15066974;36443488;2.41876623667101;0.00391672981419206;0.00925934118681807
01-Aug-18;341037;Other;32860235;20531207;0.624804022247558;0.00854217058620114;0.005216444995336
01-Aug-18;34118;ABSA;758641702;780637447;1.02899358806933;0.197212431143294;0.198339644794143
01-Aug-18;341894;Other;5011528;899630;0.17951211686336;0.00130276996112546;0.000228572553535412
01-Aug-18;416053;FNB;841133286.59;846453115.41;1.00632459671352;0.218656501384844;0.215061692070372
01-Aug-18;416061;Standard Bank;867143529;956977202;1.10359723620794;0.225417984607793;0.2431429840449
01-Aug-18;416088;Nedbank;729381170;715608760;0.981117678154483;0.189606020057464;0.181817548998488
01-Aug-18;416096;Other;10222879;11537559;1.12860173733838;0.00265748483844055;0.00293139326411466
01-Aug-18;416134;Other;2060797;2002331;0.971629422985379;0.000535713743907539;0.000508740159502368
01-Aug-18;418072;Other;1233338;1247219;1.01125482227905;0.000320611936781467;0.000316885866020345
01-Aug-18;477745;Other;1112467.21;741609.9;0.666635288962809;0.00028919101398317;0.000188423761513224
01-Aug-18;477842;Other;233559;526343;2.25357618417616;6.07147459518337e-05;0.000133730048514933
01-Aug-18;478636;Other;10489091;12395320;1.18173443246893;0.00272668788327859;0.00314932799516308
01-Aug-18;535761;Other;40866133;29530520;0.722615961730463;0.0106233409251146;0.00750293605552122
01-Aug-18;535788;Other;24993644;16167767;0.646875141535984;0.00649721374843432;0.00410780853034644
01-Sep-18;110728;Other;5799546;5711089;0.984747599208628;0.00148560332522508;0.00144888417016353
